latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.59371,-90.91612,312.72,0.46,0.47,2025-01-13,0726,N21,VIIRS,n,2.0NRT,271.32,2.57,N
35.64596,-89.93211,315.51,0.4,0.44,2025-01-13,0726,N21,VIIRS,n,2.0NRT,269.59,1.58,N
35.83247,-94.82139,295.42,0.38,0.58,2025-01-13,0726,N21,VIIRS,n,2.0NRT,268.16,0.6,N
36.19301,-95.81396,299.95,0.43,0.62,2025-01-13,0726,N21,VIIRS,n,2.0NRT,269.61,1.3,N
35.09217,-92.55395,303.95,0.55,0.51,2025-01-13,0726,N21,VIIRS,n,2.0NRT,268.38,1.69,N
35.09003,-92.55524,310.74,0.55,0.51,2025-01-13,0726,N21,VIIRS,n,2.0NRT,266.93,1.75,N
30.32424,-95.26756,298.36,0.35,0.57,2025-01-13,0726,N21,VIIRS,n,2.0NRT,278.8,0.58,N
35.93735,-89.71414,311.03,0.39,0.44,2025-01-13,0726,N21,VIIRS,n,2.0NRT,273.49,2.26,N
29.57545,-98.03164,318,0.51,0.66,2025-01-13,0728,N21,VIIRS,n,2.0NRT,275.47,4.74,N
29.57631,-98.03542,314.51,0.51,0.66,2025-01-13,0728,N21,VIIRS,n,2.0NRT,274.58,2.85,N
28.69704,-96.54648,307.59,0.41,0.6,2025-01-13,0728,N21,VIIRS,n,2.0NRT,274.62,0.97,N
28.70163,-96.53352,300.05,0.41,0.6,2025-01-13,0728,N21,VIIRS,n,2.0NRT,273.27,0.71,N
27.88902,-97.27277,299.64,0.44,0.63,2025-01-13,0728,N21,VIIRS,n,2.0NRT,281.29,1.65,N
27.82553,-97.1932,305.85,0.44,0.62,2025-01-13,0728,N21,VIIRS,n,2.0NRT,280.31,1.34,N
27.9002,-97.26728,313.22,0.44,0.63,2025-01-13,0728,N21,VIIRS,n,2.0NRT,280.94,1.84,N
28.70227,-96.54182,301.13,0.41,0.6,2025-01-13,0728,N21,VIIRS,n,2.0NRT,270.5,0.97,N
29.73483,-95.13466,303.81,0.34,0.56,2025-01-13,0728,N21,VIIRS,n,2.0NRT,279.66,0.86,N
25.86051,-80.34555,305.2,0.42,0.45,2025-01-13,0728,N21,VIIRS,n,2.0NRT,285.98,0.62,N
28.51631,-98.78603,300.56,0.56,0.69,2025-01-13,0728,N21,VIIRS,n,2.0NRT,278.7,0.88,N
27.44699,-81.01872,312.89,0.54,0.42,2025-01-13,0728,N21,VIIRS,n,2.0NRT,281.48,1.69,N
27.81645,-97.48325,297.25,0.46,0.63,2025-01-13,0728,N21,VIIRS,n,2.0NRT,284.92,1.97,N
26.27877,-80.15365,311.05,0.42,0.45,2025-01-13,0728,N21,VIIRS,n,2.0NRT,285.56,1.76,N
28.0594,-97.43929,312.55,0.46,0.63,2025-01-13,0728,N21,VIIRS,n,2.0NRT,271.83,1.98,N
28.05944,-97.43931,315.68,0.46,0.63,2025-01-13,0728,N21,VIIRS,n,2.0NRT,276.5,2.13,N
47.47161,-122.04973,298.09,0.56,0.69,2025-01-13,0904,N21,VIIRS,n,2.0NRT,271.82,1.07,N
47.6375,-103.0977,322.37,0.39,0.37,2025-01-13,0904,N21,VIIRS,n,2.0NRT,253.39,1.99,N
43.02364,-115.73028,302.78,0.51,0.49,2025-01-13,0904,N21,VIIRS,n,2.0NRT,267.64,3.87,N
37.96542,-90.08051,296.63,0.8,0.78,2025-01-13,0904,N21,VIIRS,n,2.0NRT,268.43,2.45,N
48.88485,-122.73808,295.18,0.61,0.71,2025-01-13,0904,N21,VIIRS,n,2.0NRT,276.77,1.46,N
43.02317,-115.72403,326.47,0.51,0.49,2025-01-13,0904,N21,VIIRS,n,2.0NRT,267.03,3.87,N
35.79672,-91.74372,297.9,0.76,0.77,2025-01-13,0906,N21,VIIRS,n,2.0NRT,270.38,1.79,N
38.07225,-122.13885,301.64,0.51,0.66,2025-01-13,0906,N21,VIIRS,n,2.0NRT,285.48,2.03,N
40.60221,-121.86458,300.65,0.51,0.66,2025-01-13,0906,N21,VIIRS,n,2.0NRT,275.65,1.09,N
36.51664,-97.83914,311.43,0.34,0.56,2025-01-13,0906,N21,VIIRS,n,2.0NRT,268.04,1.81,N
36.86028,-92.78936,299.34,0.62,0.72,2025-01-13,0906,N21,VIIRS,n,2.0NRT,266.61,1.37,N
36.19267,-95.81372,302.18,0.45,0.63,2025-01-13,0906,N21,VIIRS,n,2.0NRT,269.3,2.18,N
38.07121,-122.13941,303.38,0.51,0.66,2025-01-13,0906,N21,VIIRS,n,2.0NRT,286.41,1.83,N
33.61376,-117.82195,299.42,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,279.52,0.85,N
31.27726,-103.56747,306.53,0.44,0.46,2025-01-13,0909,N21,VIIRS,n,2.0NRT,269.1,1.73,N
33.71504,-117.71025,298.7,0.51,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,281.91,1.18,N
31.44217,-102.18842,314.43,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,270.39,1.56,N
31.28626,-103.67311,312.57,0.43,0.46,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.33,1.17,N
33.85216,-118.33271,303.34,0.56,0.52,2025-01-13,0909,N21,VIIRS,n,2.0NRT,286.18,2.54,N
28.96211,-97.75887,295.77,0.54,0.67,2025-01-13,0909,N21,VIIRS,n,2.0NRT,277.86,0.83,N
29.57548,-98.03271,315.1,0.5,0.66,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.43,2.31,N
28.69644,-96.53632,295.52,0.64,0.72,2025-01-13,0909,N21,VIIRS,n,2.0NRT,279.97,1.75,N
32.18487,-101.86651,301.38,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.48,1.37,N
33.41881,-110.86473,302.76,0.39,0.36,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.44,14.08,N
32.21151,-101.85824,295.32,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.43,0.8,N
32.59715,-117.01203,295.88,0.46,0.47,2025-01-13,0909,N21,VIIRS,n,2.0NRT,275.56,0.78,N
32.21356,-101.84615,308.69,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,272.78,5.31,N
28.69813,-96.54258,298.53,0.64,0.72,2025-01-13,0909,N21,VIIRS,n,2.0NRT,280.05,2.02,N
34.29077,-118.80264,298.59,0.6,0.53,2025-01-13,0909,N21,VIIRS,n,2.0NRT,280.68,1.41,N
27.82744,-97.1904,297.44,0.62,0.71,2025-01-13,0909,N21,VIIRS,n,2.0NRT,276.85,0.66,N
31.39502,-101.97403,313.68,0.53,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,266.55,2.83,N
29.57759,-98.03001,299.85,0.5,0.66,2025-01-13,0909,N21,VIIRS,n,2.0NRT,270.92,1.29,N
31.38764,-103.31567,302.24,0.45,0.47,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.12,0.96,N
31.81638,-104.32518,328.95,0.39,0.44,2025-01-13,0909,N21,VIIRS,n,2.0NRT,268.99,3.02,N
34.32248,-111.04823,304.08,0.4,0.37,2025-01-13,0909,N21,VIIRS,n,2.0NRT,268.49,1.68,N
34.42905,-118.6463,297.67,0.59,0.53,2025-01-13,0909,N21,VIIRS,n,2.0NRT,277.17,1.78,N
34.60576,-117.33447,301.01,0.5,0.49,2025-01-13,0909,N21,VIIRS,n,2.0NRT,269.95,2.65,N
28.05869,-97.43814,298.46,0.59,0.7,2025-01-13,0909,N21,VIIRS,n,2.0NRT,269.16,1.37,N
32.19292,-101.88117,322.1,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,272.66,3.54,N
32.16751,-101.89474,304.71,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,273.65,1.89,N
32.2199,-103.52954,298.17,0.42,0.45,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.57,0.89,N
32.16511,-101.89172,311.17,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,271.79,1.52,N
33.49301,-117.61609,295.67,0.5,0.49,2025-01-13,0909,N21,VIIRS,n,2.0NRT,280.42,0.53,N
32.85871,-117.02748,301.01,0.46,0.47,2025-01-13,0909,N21,VIIRS,n,2.0NRT,274.06,1.01,N
34.29292,-118.80256,298.49,0.6,0.53,2025-01-13,0909,N21,VIIRS,n,2.0NRT,280.38,1.62,N
33.41821,-110.8606,324.4,0.39,0.36,2025-01-13,0909,N21,VIIRS,n,2.0NRT,290.22,77.51,N
32.74639,-100.9582,297.14,0.57,0.52,2025-01-13,0909,N21,VIIRS,n,2.0NRT,272.58,1.08,N
31.21197,-103.54857,297.14,0.44,0.46,2025-01-13,0909,N21,VIIRS,n,2.0NRT,266.81,0.46,N
32.74346,-100.95907,300.2,0.57,0.52,2025-01-13,0909,N21,VIIRS,n,2.0NRT,272.64,1.04,N
28.96136,-97.75831,299.9,0.54,0.68,2025-01-13,0909,N21,VIIRS,n,2.0NRT,277.34,0.78,N
28.56671,-98.97043,300.9,0.46,0.64,2025-01-13,0909,N21,VIIRS,n,2.0NRT,274.71,0.79,N
34.52231,-117.49638,297.9,0.51,0.49,2025-01-13,0909,N21,VIIRS,n,2.0NRT,266.95,1.05,N
32.21236,-101.84077,335.09,0.52,0.5,2025-01-13,0909,N21,VIIRS,n,2.0NRT,273.14,5.31,N
28.56105,-98.97221,298.06,0.46,0.64,2025-01-13,0909,N21,VIIRS,n,2.0NRT,275.79,0.79,N
27.88961,-97.2674,295.29,0.61,0.71,2025-01-13,0909,N21,VIIRS,n,2.0NRT,280.17,0.76,N
33.79161,-117.47697,299.64,0.5,0.49,2025-01-13,0909,N21,VIIRS,n,2.0NRT,274.85,1.16,N
43.02579,-115.72539,350.18,0.54,0.68,2025-01-13,1045,N21,VIIRS,n,2.0NRT,266.71,10.57,N
43.02529,-115.72365,338.32,0.54,0.68,2025-01-13,1045,N21,VIIRS,n,2.0NRT,265.77,10.28,N
40.05507,-123.26977,298.81,0.56,0.51,2025-01-13,1047,N21,VIIRS,n,2.0NRT,273.72,1.06,N
38.01607,-122.11185,299.13,0.36,0.57,2025-01-13,1047,N21,VIIRS,n,2.0NRT,283.02,1.64,N
38.07345,-122.13948,295.3,0.36,0.57,2025-01-13,1047,N21,VIIRS,n,2.0NRT,282.84,1.24,N
38.01582,-122.11375,297.71,0.36,0.57,2025-01-13,1047,N21,VIIRS,n,2.0NRT,282.32,1.97,N
37.94891,-122.39807,296.48,0.35,0.57,2025-01-13,1047,N21,VIIRS,n,2.0NRT,284.39,1.41,N
38.06572,-77.32928,325.87,0.59,0.7,2025-01-13,1706,N21,VIIRS,n,2.0NRT,277.8,5.64,D
26.20079,-81.59718,330.57,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,298.02,7.74,D
27.75843,-80.6664,333.83,0.45,0.39,2025-01-13,1842,N21,VIIRS,n,2.0NRT,294.92,15.32,D
26.75783,-81.69384,333.77,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,298.23,11.02,D
26.76123,-81.69443,335.27,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,297.78,3.59,D
27.06724,-81.03858,342.49,0.43,0.38,2025-01-13,1842,N21,VIIRS,n,2.0NRT,297.43,10.97,D
26.98697,-80.46468,344.35,0.45,0.39,2025-01-13,1842,N21,VIIRS,n,2.0NRT,300.47,33.21,D
27.55503,-80.36391,329.5,0.46,0.39,2025-01-13,1842,N21,VIIRS,n,2.0NRT,294.34,2.76,D
26.98399,-80.45954,333.58,0.45,0.39,2025-01-13,1842,N21,VIIRS,n,2.0NRT,299.52,11.37,D
27.42817,-81.90605,349.96,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,299.42,7.26,D
27.28374,-81.66155,342.13,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,300.59,9.65,D
27.63395,-81.68503,340.2,0.42,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,294.75,11.31,D
27.25488,-81.89719,331.99,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,299.15,4.27,D
27.38579,-81.60596,345.37,0.42,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,297.53,6.24,D
27.42917,-81.90484,336.49,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,297.7,3.91,D
27.25432,-81.90128,332.11,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,299.23,4.17,D
26.98341,-80.46409,334.6,0.45,0.39,2025-01-13,1842,N21,VIIRS,n,2.0NRT,303.25,33.21,D
26.98755,-80.46012,335.46,0.45,0.39,2025-01-13,1842,N21,VIIRS,n,2.0NRT,300.62,11.37,D
27.42861,-81.90894,331.21,0.41,0.37,2025-01-13,1842,N21,VIIRS,n,2.0NRT,297.82,3.91,D
34.75571,-79.03712,337.48,0.43,0.46,2025-01-13,1845,N21,VIIRS,n,2.0NRT,288.33,16.92,D
33.23552,-86.84792,329.18,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.27,3.79,D
32.38056,-88.65486,327.87,0.45,0.39,2025-01-13,1845,N21,VIIRS,n,2.0NRT,288.9,3.13,D
30.81006,-97.04845,328.47,0.46,0.63,2025-01-13,1845,N21,VIIRS,n,2.0NRT,286.83,2.68,D
29.99426,-98.31464,345.31,0.56,0.69,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.22,7.55,D
29.99893,-90.40408,340.12,0.39,0.44,2025-01-13,1845,N21,VIIRS,n,2.0NRT,293.68,6.02,D
33.26305,-86.61694,337.23,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,287.83,3.97,D
29.82896,-98.46471,335.78,0.58,0.7,2025-01-13,1845,N21,VIIRS,n,2.0NRT,280.7,5.89,D
29.83218,-98.4651,332.03,0.58,0.7,2025-01-13,1845,N21,VIIRS,n,2.0NRT,281.36,8.11,D
29.89847,-94.46017,348.28,0.34,0.56,2025-01-13,1845,N21,VIIRS,n,2.0NRT,288.36,3.82,D
27.45791,-97.59356,346,0.59,0.7,2025-01-13,1845,N21,VIIRS,n,2.0NRT,286.48,16.52,D
27.4594,-97.58783,339.71,0.59,0.7,2025-01-13,1845,N21,VIIRS,n,2.0NRT,288.81,17.23,D
34.00737,-86.25494,338.77,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,281.6,4.38,D
35.00724,-84.88348,328.97,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,283,5.96,D
34.30557,-84.41632,326.79,0.39,0.37,2025-01-13,1845,N21,VIIRS,n,2.0NRT,281.21,2.58,D
31.29019,-95.36468,339.47,0.35,0.57,2025-01-13,1845,N21,VIIRS,n,2.0NRT,286.98,3.61,D
32.58289,-85.9381,329.4,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,289.44,9.97,D
30.14686,-95.04958,332.8,0.36,0.57,2025-01-13,1845,N21,VIIRS,n,2.0NRT,286.67,2.33,D
33.53396,-86.7592,329.57,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,289.61,2.92,D
31.26986,-96.45569,330.83,0.41,0.61,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.3,3.37,D
35.39938,-81.35223,327.97,0.51,0.41,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.41,7.22,D
35.39977,-81.35444,327.8,0.51,0.41,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.15,7.04,D
32.66713,-95.37981,338.02,0.33,0.55,2025-01-13,1845,N21,VIIRS,n,2.0NRT,283.95,4.65,D
32.69972,-95.19936,345.43,0.32,0.55,2025-01-13,1845,N21,VIIRS,n,2.0NRT,280.62,4.03,D
32.12283,-97.82043,341.88,0.47,0.64,2025-01-13,1845,N21,VIIRS,n,2.0NRT,283.71,11.16,D
33.51164,-84.17093,325.25,0.39,0.37,2025-01-13,1845,N21,VIIRS,n,2.0NRT,278.62,1.39,D
32.12161,-97.82504,327.66,0.47,0.64,2025-01-13,1845,N21,VIIRS,n,2.0NRT,282.38,11.77,D
32.12038,-97.82967,351.76,0.47,0.64,2025-01-13,1845,N21,VIIRS,n,2.0NRT,282.81,11.77,D
32.12727,-97.82697,355.49,0.47,0.64,2025-01-13,1845,N21,VIIRS,l,2.0NRT,285.99,11.77,D
32.12605,-97.83158,355.5,0.47,0.64,2025-01-13,1845,N21,VIIRS,l,2.0NRT,284.77,11.77,D
32.49893,-97.96494,335.61,0.47,0.64,2025-01-13,1845,N21,VIIRS,n,2.0NRT,284.38,6.57,D
32.49372,-97.96349,334.8,0.47,0.64,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.8,6.15,D
33.98722,-88.50985,327.62,0.43,0.38,2025-01-13,1845,N21,VIIRS,n,2.0NRT,287.42,2.27,D
30.87943,-93.84647,326.36,0.59,0.53,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.53,5.37,D
31.59608,-97.03736,339.6,0.43,0.62,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.35,4.9,D
31.42431,-96.91022,343.54,0.43,0.62,2025-01-13,1845,N21,VIIRS,n,2.0NRT,281.26,4.87,D
32.73362,-94.25489,326.66,0.57,0.52,2025-01-13,1845,N21,VIIRS,n,2.0NRT,273.78,11.01,D
33.01601,-92.73076,341.01,0.46,0.47,2025-01-13,1845,N21,VIIRS,n,2.0NRT,284.74,7.02,D
35.36239,-82.5522,325.51,0.45,0.39,2025-01-13,1845,N21,VIIRS,n,2.0NRT,278.86,2.85,D
32.46743,-87.06818,329.05,0.4,0.37,2025-01-13,1845,N21,VIIRS,n,2.0NRT,288.73,14.79,D
31.75558,-97.99123,367,0.49,0.65,2025-01-13,1845,N21,VIIRS,h,2.0NRT,292.3,27.11,D
35.01569,-82.25994,333.09,0.46,0.39,2025-01-13,1845,N21,VIIRS,n,2.0NRT,286.98,6.56,D
31.43324,-98.01946,350.29,0.5,0.66,2025-01-13,1845,N21,VIIRS,n,2.0NRT,284.28,8.89,D
32.8744,-87.19041,329.32,0.4,0.37,2025-01-13,1845,N21,VIIRS,n,2.0NRT,290.26,12.61,D
33.19433,-86.6835,325.43,0.39,0.36,2025-01-13,1845,N21,VIIRS,n,2.0NRT,285.69,2.18,D
34.92916,-97.74083,342.63,0.39,0.6,2025-01-13,1847,N21,VIIRS,n,2.0NRT,283.72,4.77,D
36.04462,-79.44562,353.06,0.43,0.46,2025-01-13,1847,N21,VIIRS,n,2.0NRT,284.38,10.98,D
33.42552,-97.55383,328.02,0.42,0.61,2025-01-13,1847,N21,VIIRS,n,2.0NRT,282.02,2.62,D
35.57007,-97.35927,331.44,0.36,0.57,2025-01-13,1847,N21,VIIRS,n,2.0NRT,279.15,2.84,D
35.6092,-86.83356,330.52,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,277.6,4.45,D
36.86996,-86.06459,331.29,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,278.88,3.16,D
35.29954,-96.62862,328.07,0.33,0.56,2025-01-13,1847,N21,VIIRS,n,2.0NRT,281.28,2.5,D
36.85981,-92.79066,333.96,0.39,0.44,2025-01-13,1847,N21,VIIRS,n,2.0NRT,274.94,5.63,D
41.64088,-87.40593,326.21,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,275.39,2.9,D
41.64227,-87.13884,335.02,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.92,4.31,D
38.8346,-84.23884,330.37,0.43,0.38,2025-01-13,1847,N21,VIIRS,n,2.0NRT,278.74,4.41,D
41.32244,-93.01292,325.34,0.49,0.41,2025-01-13,1847,N21,VIIRS,n,2.0NRT,271.6,5.03,D
41.00033,-91.98464,326.66,0.46,0.39,2025-01-13,1847,N21,VIIRS,n,2.0NRT,272.55,3.51,D
41.31528,-93.12737,325.51,0.5,0.41,2025-01-13,1847,N21,VIIRS,n,2.0NRT,271.08,3.17,D
37.10534,-78.01902,336.91,0.53,0.5,2025-01-13,1847,N21,VIIRS,n,2.0NRT,283.59,21.99,D
39.41052,-80.39992,332.22,0.42,0.45,2025-01-13,1847,N21,VIIRS,n,2.0NRT,273.22,2.75,D
37.10485,-78.01894,336.99,0.53,0.5,2025-01-13,1847,N21,VIIRS,n,2.0NRT,283.76,14.42,D
36.55187,-92.63357,330.21,0.39,0.44,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.96,2.38,D
34.3909,-96.99125,333.31,0.37,0.58,2025-01-13,1847,N21,VIIRS,n,2.0NRT,278.54,4.71,D
34.47283,-96.97554,338.31,0.37,0.58,2025-01-13,1847,N21,VIIRS,n,2.0NRT,281.13,3.67,D
36.75014,-94.4706,332.34,0.47,0.48,2025-01-13,1847,N21,VIIRS,n,2.0NRT,274,3.03,D
41.63831,-87.14262,336.18,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,273.78,7.78,D
35.27797,-93.19089,336.15,0.44,0.46,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.97,4.67,D
34.21684,-95.38357,336.54,0.61,0.53,2025-01-13,1847,N21,VIIRS,n,2.0NRT,279.99,6.56,D
41.61486,-87.32766,325.92,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,275.44,5.06,D
33.7685,-96.96452,328.77,0.38,0.59,2025-01-13,1847,N21,VIIRS,n,2.0NRT,280.39,4.17,D
40.47438,-95.97047,336.28,0.46,0.47,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.52,3.94,D
38.06345,-77.33009,337.16,0.59,0.53,2025-01-13,1847,N21,VIIRS,n,2.0NRT,279.82,7.75,D
42.81507,-100.85472,331.2,0.35,0.57,2025-01-13,1847,N21,VIIRS,n,2.0NRT,270.4,2.77,D
37.89016,-77.59367,336.27,0.57,0.52,2025-01-13,1847,N21,VIIRS,n,2.0NRT,279.5,9.39,D
36.54874,-79.03997,336.89,0.46,0.47,2025-01-13,1847,N21,VIIRS,n,2.0NRT,283.04,17.67,D
34.75784,-90.75587,325.92,0.51,0.41,2025-01-13,1847,N21,VIIRS,n,2.0NRT,277.3,4,D
36.00746,-96.66709,336.73,0.32,0.55,2025-01-13,1847,N21,VIIRS,n,2.0NRT,282.05,2.51,D
40.51127,-95.38883,332.78,0.43,0.46,2025-01-13,1847,N21,VIIRS,n,2.0NRT,273.88,6.32,D
40.51019,-95.39369,334.86,0.43,0.46,2025-01-13,1847,N21,VIIRS,n,2.0NRT,272.55,6.05,D
37.88948,-77.59235,339.98,0.57,0.52,2025-01-13,1847,N21,VIIRS,n,2.0NRT,279.26,15,D
35.082,-94.34664,325.72,0.51,0.49,2025-01-13,1847,N21,VIIRS,n,2.0NRT,277.12,4.78,D
40.51176,-95.39136,344.64,0.43,0.46,2025-01-13,1847,N21,VIIRS,n,2.0NRT,275.01,10.82,D
34.83107,-96.13511,336.05,0.32,0.55,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.15,2.84,D
35.64678,-89.9309,325.93,0.46,0.39,2025-01-13,1847,N21,VIIRS,n,2.0NRT,281.28,2.15,D
34.9503,-95.83367,337.65,0.62,0.54,2025-01-13,1847,N21,VIIRS,n,2.0NRT,278.43,13.9,D
36.20805,-85.02142,327.46,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,278.02,3.28,D
36.43375,-85.85968,325.92,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.44,2.1,D
36.38244,-80.91708,326.83,0.55,0.42,2025-01-13,1847,N21,VIIRS,n,2.0NRT,276.99,4.22,D
41.46473,-81.67553,326.03,0.57,0.43,2025-01-13,1847,N21,VIIRS,n,2.0NRT,272.7,3.73,D
35.64884,-89.93473,328.12,0.46,0.39,2025-01-13,1847,N21,VIIRS,n,2.0NRT,283.15,3.5,D
36.9527,-79.80995,333.47,0.42,0.45,2025-01-13,1847,N21,VIIRS,n,2.0NRT,277.37,3.53,D
35.89095,-89.77785,326.87,0.45,0.39,2025-01-13,1847,N21,VIIRS,n,2.0NRT,280.22,3.49,D
34.69077,-96.7283,344.65,0.35,0.57,2025-01-13,1847,N21,VIIRS,n,2.0NRT,277.35,8.09,D
41.67793,-87.43215,326.75,0.39,0.36,2025-01-13,1847,N21,VIIRS,n,2.0NRT,270.87,2.95,D
35.89059,-89.7802,327.54,0.45,0.39,2025-01-13,1847,N21,VIIRS,n,2.0NRT,282.87,6.09,D
40.48875,-91.67486,326.62,0.45,0.39,2025-01-13,1847,N21,VIIRS,n,2.0NRT,273.94,3.2,D
40.9086,-97.57944,333.75,0.54,0.51,2025-01-13,1849,N21,VIIRS,n,2.0NRT,274.1,5.72,D
43.00528,-88.71112,327.78,0.38,0.36,2025-01-13,1849,N21,VIIRS,n,2.0NRT,268.32,3.13,D
30.15747,-97.4116,330.26,0.5,0.66,2025-01-13,2023,N21,VIIRS,n,2.0NRT,284.44,9.56,D
27.45884,-97.58895,367,0.46,0.64,2025-01-13,2023,N21,VIIRS,h,2.0NRT,298.01,16.15,D
27.45851,-97.59363,339.34,0.46,0.64,2025-01-13,2023,N21,VIIRS,n,2.0NRT,292.2,16.15,D
27.46469,-97.58948,347.83,0.46,0.64,2025-01-13,2023,N21,VIIRS,n,2.0NRT,295.26,7.63,D
28.05858,-99.31071,338.43,0.37,0.58,2025-01-13,2023,N21,VIIRS,n,2.0NRT,292.43,4.35,D
30.1557,-97.41417,344.65,0.5,0.66,2025-01-13,2023,N21,VIIRS,n,2.0NRT,285.42,6.89,D
29.85834,-96.09207,325.28,0.6,0.71,2025-01-13,2023,N21,VIIRS,n,2.0NRT,287.48,5.35,D
29.0274,-98.66228,342.36,0.41,0.61,2025-01-13,2023,N21,VIIRS,n,2.0NRT,294.81,19.68,D
29.03297,-98.66285,329.16,0.41,0.61,2025-01-13,2023,N21,VIIRS,n,2.0NRT,290.31,19.68,D
29.02772,-98.65804,367,0.41,0.61,2025-01-13,2023,N21,VIIRS,h,2.0NRT,296.04,19.68,D
29.02645,-98.66163,338.67,0.41,0.61,2025-01-13,2023,N21,VIIRS,n,2.0NRT,296.69,27.57,D
29.02675,-98.65739,367,0.41,0.61,2025-01-13,2023,N21,VIIRS,h,2.0NRT,292.72,27.57,D
29.03203,-98.66222,345.25,0.41,0.61,2025-01-13,2023,N21,VIIRS,n,2.0NRT,291.37,4.83,D
33.79674,-118.23657,326.55,0.45,0.47,2025-01-13,2025,N21,VIIRS,n,2.0NRT,299.56,13.64,D
33.41877,-110.85936,325.65,0.38,0.36,2025-01-13,2025,N21,VIIRS,n,2.0NRT,297.13,2.74,D
32.12114,-97.82826,340.85,0.49,0.65,2025-01-13,2025,N21,VIIRS,n,2.0NRT,284.76,4.3,D
33.77908,-111.24438,330.26,0.38,0.36,2025-01-13,2025,N21,VIIRS,n,2.0NRT,296.03,3.94,D
32.18573,-95.44199,334.87,0.69,0.74,2025-01-13,2025,N21,VIIRS,n,2.0NRT,285.33,17.54,D
32.69936,-95.20003,331.76,0.72,0.75,2025-01-13,2025,N21,VIIRS,n,2.0NRT,283.9,5.62,D
32.12145,-97.82286,328.74,0.49,0.65,2025-01-13,2025,N21,VIIRS,n,2.0NRT,285.76,4.3,D
34.60828,-117.33723,325.53,0.39,0.44,2025-01-13,2025,N21,VIIRS,n,2.0NRT,290.73,1.96,D
34.15218,-118.19173,325.28,0.44,0.46,2025-01-13,2025,N21,VIIRS,n,2.0NRT,295.81,2.31,D
31.74884,-97.98911,351.89,0.48,0.65,2025-01-13,2025,N21,VIIRS,n,2.0NRT,300.38,80.01,D
